x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),participant,label,category,set
-0.156,0.966,-0.072,,,,,,,
,,,0.244,4.024,1.28,B,ohp,heavy,9.0
,,,5.549,-6.098,-4.146,B,ohp,heavy,9.0
-0.149,0.959,-0.044,,,,,,,
,,,7.866,-32.805,-0.122,B,ohp,heavy,9.0
,,,4.146,-16.585,5.793,B,ohp,heavy,9.0
-0.112,0.949,-0.051,,,,,,,
,,,-17.744,10.061,-8.659,B,ohp,heavy,9.0
,,,-8.232,4.024,-22.805,B,ohp,heavy,9.0
-0.132,0.939,-0.07,,,,,,,
,,,5.305,-13.049,-19.085,B,ohp,heavy,9.0
,,,17.012,-19.634,-34.024,B,ohp,heavy,9.0
-0.137,0.85,-0.164,,,,,,,
,,,32.622,32.317,-35.0,B,ohp,heavy,9.0
,,,57.927,42.073,-39.329,B,ohp,heavy,9.0
-0.104,0.605,-0.044,,,,,,,
,,,72.134,29.451,-35.183,B,ohp,heavy,9.0
,,,90.183,-4.207,-19.634,B,ohp,heavy,9.0
-0.093,0.447,-0.129,,,,,,,
,,,85.061,-27.378,-2.134,B,ohp,heavy,9.0
,,,56.22,10.732,-17.195,B,ohp,heavy,9.0
-0.232,0.719,-0.188,,,,,,,
,,,32.378,11.951,-31.707,B,ohp,heavy,9.0
,,,21.28,-5.671,-11.646,B,ohp,heavy,9.0
-0.373,0.984,-0.317,,,,,,,
,,,20.061,-2.683,12.683,B,ohp,heavy,9.0
,,,29.695,-2.927,28.902,B,ohp,heavy,9.0
-0.285,0.97,-0.443,,,,,,,
,,,17.012,18.476,45.122,B,ohp,heavy,9.0
,,,-4.451,-8.78,-1.768,B,ohp,heavy,9.0
-0.289,0.935,-0.346,,,,,,,
,,,-4.512,6.829,-11.28,B,ohp,heavy,9.0
,,,-8.476,-4.817,2.012,B,ohp,heavy,9.0
-0.339,0.905,-0.369,,,,,,,
,,,-24.024,-18.171,23.659,B,ohp,heavy,9.0
,,,-37.805,-16.768,22.195,B,ohp,heavy,9.0
-0.288,0.909,-0.372,,,,,,,
,,,-40.427,-19.329,31.463,B,ohp,heavy,9.0
,,,-35.061,-15.793,34.634,B,ohp,heavy,9.0
-0.234,0.962,-0.348,,,,,,,
,,,-33.902,-28.598,29.268,B,ohp,heavy,9.0
,,,-35.305,-38.354,21.28,B,ohp,heavy,9.0
-0.231,1.081,-0.375,,,,,,,
,,,-35.549,-24.268,35.61,B,ohp,heavy,9.0
,,,-30.244,-18.537,33.902,B,ohp,heavy,9.0
-0.188,1.123,-0.294,,,,,,,
,,,-31.646,-6.707,22.317,B,ohp,heavy,9.0
,,,-24.207,-19.939,18.72,B,ohp,heavy,9.0
-0.261,1.138,-0.257,,,,,,,
,,,-4.268,-21.098,7.622,B,ohp,heavy,9.0
,,,-5.244,-3.049,11.28,B,ohp,heavy,9.0
-0.208,1.094,-0.213,,,,,,,
,,,-4.451,3.171,17.195,B,ohp,heavy,9.0
,,,-2.317,8.171,10.244,B,ohp,heavy,9.0
-0.101,0.976,-0.147,,,,,,,
,,,-6.951,4.878,11.159,B,ohp,heavy,9.0
,,,-3.598,-2.012,0.183,B,ohp,heavy,9.0
-0.061,0.953,-0.191,,,,,,,
,,,-9.451,-8.293,-5.427,B,ohp,heavy,9.0
,,,-15.183,-12.927,-4.512,B,ohp,heavy,9.0
-0.049,0.926,-0.137,,,,,,,
,,,-5.854,-12.988,-16.341,B,ohp,heavy,9.0
,,,-4.695,-11.402,-15.183,B,ohp,heavy,9.0
-0.122,0.998,-0.13,,,,,,,
,,,-4.939,-1.585,1.28,B,ohp,medium,77.0
,,,-3.72,-1.28,1.22,B,ohp,medium,77.0
,,,2.073,-1.402,1.89,B,ohp,medium,77.0
,,,8.598,-1.159,1.829,B,ohp,medium,77.0
,,,9.573,-0.549,2.256,B,ohp,medium,77.0
,,,3.963,-2.134,1.098,B,ohp,medium,77.0
,,,-2.317,-2.988,2.073,B,ohp,medium,77.0
,,,-1.524,-10.0,7.927,B,ohp,medium,77.0
,,,3.415,-14.085,13.537,B,ohp,medium,77.0
,,,-2.439,-8.963,5.671,B,ohp,medium,77.0
,,,-10.305,-0.61,-2.317,B,ohp,medium,77.0
,,,-6.524,-0.976,0.0,B,ohp,medium,77.0
-0.132,0.98,0.042,,,,,,,
,,,2.073,-0.976,3.293,B,ohp,medium,77.0
,,,4.695,-3.11,0.488,B,ohp,medium,77.0
-0.104,0.957,0.027,,,,,,,
,,,5.122,-5.244,1.28,B,ohp,medium,77.0
,,,4.085,-4.939,3.72,B,ohp,medium,77.0
-0.102,0.938,0.048,,,,,,,
,,,3.354,-3.171,3.902,B,ohp,medium,77.0
,,,0.976,-1.28,1.768,B,ohp,medium,77.0
-0.104,0.951,0.051,,,,,,,
,,,-3.293,-0.61,3.476,B,ohp,medium,77.0
,,,-10.427,0.427,5.366,B,ohp,medium,77.0
-0.095,0.928,0.057,,,,,,,
,,,-17.439,-4.451,0.793,B,ohp,medium,77.0
,,,-18.293,-6.524,-4.573,B,ohp,medium,77.0
-0.094,0.925,0.065,,,,,,,
,,,-5.244,-8.659,-11.646,B,ohp,medium,77.0
,,,35.244,-9.634,-11.463,B,ohp,medium,77.0
-0.121,1.212,0.023,,,,,,,
,,,80.488,19.573,-6.829,B,ohp,medium,77.0
,,,110.976,46.89,-34.695,B,ohp,medium,77.0
-0.171,1.628,-0.063,,,,,,,
,,,108.963,52.012,-74.756,B,ohp,medium,77.0
,,,110.366,55.671,-78.171,B,ohp,medium,77.0
-0.289,1.391,-0.044,,,,,,,
,,,88.963,52.195,-71.463,B,ohp,medium,77.0
,,,49.085,1.22,-60.488,B,ohp,medium,77.0
-0.323,1.121,-0.29,,,,,,,
,,,19.512,-36.707,-34.268,B,ohp,medium,77.0
,,,-3.78,-58.963,-19.695,B,ohp,medium,77.0
-0.327,0.832,-0.279,,,,,,,
,,,-27.073,-10.488,-10.183,B,ohp,medium,77.0
,,,-38.232,9.512,-4.451,B,ohp,medium,77.0
-0.298,0.786,-0.276,,,,,,,
,,,-42.927,5.488,-3.11,B,ohp,medium,77.0
,,,-49.512,19.756,-9.695,B,ohp,medium,77.0
-0.338,0.745,-0.237,,,,,,,
,,,-41.22,14.817,3.11,B,ohp,medium,77.0
,,,-20.061,4.634,13.659,B,ohp,medium,77.0
-0.256,0.642,-0.225,,,,,,,
,,,-7.805,-16.341,15.732,B,ohp,medium,77.0
,,,-8.902,-15.0,21.524,B,ohp,medium,77.0
-0.283,0.675,-0.177,,,,,,,
,,,-19.268,-1.037,26.098,B,ohp,medium,77.0
,,,-39.207,-2.134,24.268,B,ohp,medium,77.0
-0.345,0.89,-0.11,,,,,,,
,,,-62.439,4.146,29.756,B,ohp,medium,77.0
,,,-82.805,38.049,40.976,B,ohp,medium,77.0
-0.335,0.966,-0.062,,,,,,,
,,,-100.976,99.695,49.634,B,ohp,medium,77.0
,,,-80.915,125.244,54.634,B,ohp,medium,77.0
-0.194,0.77,0.035,,,,,,,
,,,-6.22,34.146,46.829,B,ohp,medium,77.0
,,,40.915,-64.024,31.829,B,ohp,medium,77.0
-0.146,0.594,-0.204,,,,,,,
,,,57.012,-55.61,22.256,B,ohp,medium,77.0
,,,41.829,-28.841,0.854,B,ohp,medium,77.0
-0.086,0.727,-0.085,,,,,,,
,,,17.744,-15.854,-6.768,B,ohp,medium,77.0
,,,1.646,-21.402,-6.524,B,ohp,medium,77.0
-0.142,1.039,0.017,,,,,,,
,,,-8.476,-36.646,-1.646,B,ohp,medium,77.0
,,,-0.366,-39.39,-6.463,B,ohp,medium,77.0
-0.137,1.057,-0.094,,,,,,,
,,,14.634,-32.195,-26.402,B,ohp,medium,77.0
,,,37.561,-30.366,-35.427,B,ohp,medium,77.0
-0.133,0.682,-0.11,,,,,,,
,,,56.159,-7.378,-40.915,B,ohp,medium,77.0
,,,53.476,24.39,-48.354,B,ohp,medium,77.0
-0.071,0.435,-0.05,,,,,,,
,,,57.378,15.549,-48.902,B,ohp,medium,77.0
,,,50.915,-7.988,-34.085,B,ohp,medium,77.0
-0.142,0.598,-0.175,,,,,,,
,,,42.683,6.22,-27.683,B,ohp,medium,77.0
,,,35.366,25.244,-20.488,B,ohp,medium,77.0
-0.247,0.813,-0.223,,,,,,,
,,,30.732,19.756,-11.28,B,ohp,medium,77.0
,,,26.646,5.244,-16.829,B,ohp,medium,77.0
-0.345,0.931,-0.215,,,,,,,
,,,16.646,-12.134,-8.537,B,ohp,medium,77.0
,,,9.756,-20.122,1.037,B,ohp,medium,77.0
-0.375,0.89,-0.229,,,,,,,
,,,2.195,-21.28,9.512,B,ohp,medium,77.0
,,,-16.707,-21.22,7.317,B,ohp,medium,77.0
-0.381,0.926,-0.321,,,,,,,
,,,-25.915,-13.415,0.427,B,ohp,medium,77.0
,,,-31.829,-19.207,5.732,B,ohp,medium,77.0
-0.404,0.909,-0.254,,,,,,,
,,,-45.244,-20.976,25.61,B,ohp,medium,77.0
,,,-74.634,-23.171,27.439,B,ohp,medium,77.0
-0.38,0.919,-0.176,,,,,,,
,,,-88.232,-16.89,32.073,B,ohp,medium,77.0
,,,-78.841,-30.305,36.098,B,ohp,medium,77.0
-0.4,1.035,-0.142,,,,,,,
,,,-75.122,-38.902,41.524,B,ohp,medium,77.0
,,,-66.524,-39.817,36.768,B,ohp,medium,77.0
-0.341,1.06,0.007,,,,,,,
,,,-51.829,-38.171,11.89,B,ohp,medium,77.0
,,,-27.134,-16.768,-1.341,B,ohp,medium,77.0
-0.358,1.382,0.085,,,,,,,
,,,39.817,11.524,-3.11,B,ohp,medium,77.0
,,,93.598,43.537,-9.207,B,ohp,medium,77.0
-0.392,1.8,0.022,,,,,,,
,,,115.366,74.634,-22.805,B,ohp,medium,77.0
,,,124.878,68.354,-28.354,B,ohp,medium,77.0
-0.38,1.512,-0.028,,,,,,,
,,,105.549,36.098,-31.22,B,ohp,medium,77.0
,,,70.488,5.854,-34.268,B,ohp,medium,77.0
-0.374,1.128,-0.172,,,,,,,
,,,36.646,2.073,-19.39,B,ohp,medium,77.0
,,,21.402,2.988,-12.744,B,ohp,medium,77.0
-0.328,0.98,-0.221,,,,,,,
,,,8.78,29.817,-11.28,B,ohp,medium,77.0
,,,-8.963,-19.268,-19.329,B,ohp,medium,77.0
-0.41,0.854,-0.29,,,,,,,
,,,-24.268,-6.098,7.439,B,ohp,medium,77.0
,,,-32.134,11.89,30.366,B,ohp,medium,77.0
-0.279,0.85,-0.296,,,,,,,
,,,-49.146,2.866,39.695,B,ohp,medium,77.0
,,,-82.622,-21.22,46.341,B,ohp,medium,77.0
-0.263,0.902,-0.309,,,,,,,
,,,-89.207,-29.024,42.012,B,ohp,medium,77.0
,,,-48.841,-2.439,28.537,B,ohp,medium,77.0
-0.124,0.401,-0.055,,,,,,,
,,,-3.11,-5.183,16.463,B,ohp,medium,77.0
,,,43.78,-10.671,-10.366,B,ohp,medium,77.0
-0.018,-0.02,-0.178,,,,,,,
,,,70.427,7.805,-36.28,B,ohp,medium,77.0
,,,74.39,14.329,-56.707,B,ohp,medium,77.0
-0.078,-0.044,-0.057,,,,,,,
,,,65.122,24.634,-57.988,B,ohp,medium,77.0
,,,50.854,1.28,-22.744,B,ohp,medium,77.0
-0.106,0.441,-0.174,,,,,,,
,,,24.146,-0.793,-9.451,B,ohp,medium,77.0
,,,7.744,7.012,2.5,B,ohp,medium,77.0
-0.351,1.029,-0.277,,,,,,,
,,,-4.024,-19.146,2.561,B,ohp,medium,77.0
,,,-20.244,-18.659,15.732,B,ohp,medium,77.0
-0.431,1.038,-0.322,,,,,,,
,,,-38.963,-15.854,-1.341,B,ohp,medium,77.0
,,,-55.671,-19.756,3.354,B,ohp,medium,77.0
-0.397,1.021,-0.28,,,,,,,
,,,-55.488,-8.415,8.049,B,ohp,medium,77.0
,,,-48.902,-12.195,24.39,B,ohp,medium,77.0
-0.34,1.011,-0.172,,,,,,,
,,,-38.537,-16.463,39.939,B,ohp,medium,77.0
,,,-40.122,-30.793,40.366,B,ohp,medium,77.0
-0.329,1.108,-0.181,,,,,,,
,,,-37.683,-27.622,43.171,B,ohp,medium,77.0
,,,-32.5,-23.11,46.707,B,ohp,medium,77.0
-0.274,1.111,-0.064,,,,,,,
,,,-18.598,-27.927,33.293,B,ohp,medium,77.0
,,,-13.232,-26.22,9.512,B,ohp,medium,77.0
-0.238,1.162,-0.075,,,,,,,
,,,-0.793,-12.317,-7.317,B,ohp,medium,77.0
,,,29.268,9.756,-24.39,B,ohp,medium,77.0
-0.329,1.538,-0.092,,,,,,,
,,,77.561,48.293,-25.732,B,ohp,medium,77.0
,,,125.0,73.902,-30.427,B,ohp,medium,77.0
-0.326,1.703,-0.236,,,,,,,
,,,132.622,39.39,-37.805,B,ohp,medium,77.0
,,,112.012,33.72,-40.0,B,ohp,medium,77.0
-0.354,1.324,-0.313,,,,,,,
,,,68.415,-28.476,-50.549,B,ohp,medium,77.0
,,,25.0,-47.805,-60.976,B,ohp,medium,77.0
-0.38,1.029,-0.292,,,,,,,
,,,1.28,-34.268,-54.085,B,ohp,medium,77.0
,,,-7.073,2.866,-16.22,B,ohp,medium,77.0
-0.385,0.874,-0.417,,,,,,,
,,,-15.915,-7.439,9.451,B,ohp,medium,77.0
,,,-32.622,2.927,15.366,B,ohp,medium,77.0
-0.338,0.756,-0.346,,,,,,,
,,,-48.171,-0.549,21.829,B,ohp,medium,77.0
,,,-58.72,-21.037,33.171,B,ohp,medium,77.0
-0.36,0.773,-0.345,,,,,,,
,,,-68.598,-26.951,40.854,B,ohp,medium,77.0
,,,-85.488,-10.549,42.256,B,ohp,medium,77.0
-0.312,0.75,-0.207,,,,,,,
,,,-100.0,-20.854,61.037,B,ohp,medium,77.0
,,,-110.854,-22.866,64.756,B,ohp,medium,77.0
-0.184,0.641,-0.092,,,,,,,
,,,-62.5,-6.646,41.22,B,ohp,medium,77.0
,,,-4.146,23.902,14.451,B,ohp,medium,77.0
-0.065,0.341,-0.103,,,,,,,
,,,33.354,18.11,-14.512,B,ohp,medium,77.0
,,,56.585,8.293,-41.402,B,ohp,medium,77.0
-0.142,0.311,-0.162,,,,,,,
,,,65.793,25.427,-53.293,B,ohp,medium,77.0
,,,66.28,19.878,-46.524,B,ohp,medium,77.0
-0.115,0.499,-0.075,,,,,,,
,,,79.329,20.976,-44.268,B,ohp,medium,77.0
,,,58.598,39.573,-37.317,B,ohp,medium,77.0
-0.178,0.613,-0.142,,,,,,,
,,,68.963,12.5,-22.195,B,ohp,medium,77.0
,,,61.707,13.902,4.268,B,ohp,medium,77.0
-0.251,0.704,-0.268,,,,,,,
,,,38.354,1.829,13.598,B,ohp,medium,77.0
,,,25.0,12.439,11.402,B,ohp,medium,77.0
-0.336,0.859,-0.256,,,,,,,
,,,11.463,1.341,-0.061,B,ohp,medium,77.0
,,,-7.927,4.329,0.915,B,ohp,medium,77.0
-0.394,0.847,-0.237,,,,,,,
,,,-29.329,-18.293,15.854,B,ohp,medium,77.0
,,,-43.049,-29.024,20.61,B,ohp,medium,77.0
-0.403,0.981,-0.363,,,,,,,
,,,-56.89,-18.963,11.646,B,ohp,medium,77.0
,,,-74.634,-27.927,14.146,B,ohp,medium,77.0
-0.39,1.037,-0.297,,,,,,,
,,,-86.28,-29.512,45.549,B,ohp,medium,77.0
,,,-83.659,-65.427,59.695,B,ohp,medium,77.0
-0.364,1.066,-0.179,,,,,,,
,,,-60.366,-47.744,70.244,B,ohp,medium,77.0
,,,-37.927,-23.72,69.146,B,ohp,medium,77.0
-0.278,1.107,-0.089,,,,,,,
,,,-48.049,-25.244,25.61,B,ohp,medium,77.0
,,,-33.659,-5.427,-6.768,B,ohp,medium,77.0
-0.308,1.389,0.021,,,,,,,
,,,15.183,6.037,-8.171,B,ohp,medium,77.0
,,,78.354,44.39,-18.293,B,ohp,medium,77.0
-0.254,1.787,-0.133,,,,,,,
,,,107.866,51.159,-38.415,B,ohp,medium,77.0
,,,112.683,39.024,-42.134,B,ohp,medium,77.0
-0.265,1.472,-0.179,,,,,,,
,,,102.5,45.366,-38.354,B,ohp,medium,77.0
,,,66.89,40.061,-31.951,B,ohp,medium,77.0
-0.248,1.011,-0.098,,,,,,,
,,,39.268,28.78,-39.512,B,ohp,medium,77.0
,,,23.72,-25.061,-39.634,B,ohp,medium,77.0
-0.317,1.025,-0.357,,,,,,,
,,,17.5,12.5,-35.732,B,ohp,medium,77.0
,,,9.878,14.39,-23.049,B,ohp,medium,77.0
-0.261,0.859,-0.271,,,,,,,
,,,-2.561,-7.195,-11.829,B,ohp,medium,77.0
,,,-12.744,-22.256,-7.317,B,ohp,medium,77.0
-0.316,0.852,-0.322,,,,,,,
,,,-24.512,2.805,0.488,B,ohp,medium,77.0
,,,-25.244,-9.451,7.683,B,ohp,medium,77.0
-0.328,0.869,-0.396,,,,,,,
,,,-37.744,-10.671,19.695,B,ohp,medium,77.0
,,,-54.695,-21.707,26.646,B,ohp,medium,77.0
-0.31,0.831,-0.302,,,,,,,
,,,-66.159,-26.037,29.634,B,ohp,medium,77.0
,,,-73.415,-32.134,43.354,B,ohp,medium,77.0
-0.271,0.748,-0.175,,,,,,,
,,,-60.732,-32.988,63.537,B,ohp,medium,77.0
,,,-47.378,-31.22,64.512,B,ohp,medium,77.0
-0.173,0.643,-0.146,,,,,,,
,,,-33.902,-1.341,49.146,B,ohp,medium,77.0
,,,-15.366,12.988,13.537,B,ohp,medium,77.0
-0.096,0.487,-0.123,,,,,,,
,,,6.951,-3.11,-38.537,B,ohp,medium,77.0
,,,18.232,-1.341,-56.768,B,ohp,medium,77.0
-0.175,0.421,-0.128,,,,,,,
,,,39.634,16.524,-50.183,B,ohp,medium,77.0
,,,59.146,12.622,-61.585,B,ohp,medium,77.0
-0.107,0.431,-0.048,,,,,,,
,,,60.854,31.463,-40.61,B,ohp,medium,77.0
,,,67.805,7.012,-21.829,B,ohp,medium,77.0
-0.175,0.689,-0.134,,,,,,,
,,,52.134,8.537,-10.061,B,ohp,medium,77.0
,,,30.061,63.841,-4.329,B,ohp,medium,77.0
-0.232,0.792,-0.228,,,,,,,
,,,21.463,-5.854,-22.134,B,ohp,medium,77.0
,,,-3.171,-65.244,-26.768,B,ohp,medium,77.0
-0.343,0.746,-0.195,,,,,,,
,,,-17.805,-52.073,-16.89,B,ohp,medium,77.0
,,,-27.622,-21.951,4.756,B,ohp,medium,77.0
-0.348,0.847,-0.238,,,,,,,
,,,-28.841,-5.854,19.695,B,ohp,medium,77.0
,,,-47.256,-3.902,28.232,B,ohp,medium,77.0
-0.398,0.893,-0.141,,,,,,,
,,,-64.39,-24.512,28.354,B,ohp,medium,77.0
,,,-72.683,-23.232,29.207,B,ohp,medium,77.0
-0.472,1.071,-0.108,,,,,,,
,,,-79.024,-25.671,35.915,B,ohp,medium,77.0
,,,-74.451,-33.963,42.805,B,ohp,medium,77.0
-0.413,1.174,-0.037,,,,,,,
,,,-62.256,-30.732,58.537,B,ohp,medium,77.0
,,,-44.634,-22.683,56.463,B,ohp,medium,77.0
-0.324,1.198,0.031,,,,,,,
,,,-32.866,-25.854,31.159,B,ohp,medium,77.0
,,,-18.659,-14.695,-2.073,B,ohp,medium,77.0
-0.326,1.413,0.139,,,,,,,
,,,17.744,5.488,-20.488,B,ohp,medium,77.0
,,,72.5,16.524,-29.39,B,ohp,medium,77.0
-0.324,1.696,0.108,,,,,,,
,,,107.439,25.305,-35.549,B,ohp,medium,77.0
,,,104.39,10.976,-53.476,B,ohp,medium,77.0
-0.277,1.355,0.12,,,,,,,
,,,112.988,30.793,-78.963,B,ohp,medium,77.0
,,,85.793,41.646,-72.317,B,ohp,medium,77.0
-0.402,1.085,-0.075,,,,,,,
,,,56.707,4.817,-36.524,B,ohp,medium,77.0
,,,63.232,53.293,1.159,B,ohp,medium,77.0
-0.369,0.935,-0.167,,,,,,,
,,,45.854,3.171,3.963,B,ohp,medium,77.0
,,,22.317,-2.622,-12.134,B,ohp,medium,77.0
-0.397,0.873,-0.225,,,,,,,
,,,-1.28,27.134,-15.732,B,ohp,medium,77.0
,,,-17.866,-3.963,-5.427,B,ohp,medium,77.0
-0.437,0.901,-0.323,,,,,,,
,,,-26.159,-2.805,13.72,B,ohp,medium,77.0
,,,-33.354,-0.854,17.988,B,ohp,medium,77.0
-0.356,0.815,-0.29,,,,,,,
,,,-39.024,1.159,22.866,B,ohp,medium,77.0
,,,-44.817,-23.476,29.207,B,ohp,medium,77.0
-0.365,0.831,-0.273,,,,,,,
,,,-55.976,-63.049,42.866,B,ohp,medium,77.0
,,,-61.037,-79.695,47.805,B,ohp,medium,77.0
-0.318,0.86,-0.234,,,,,,,
,,,-94.207,-19.39,47.683,B,ohp,medium,77.0
,,,-84.878,29.207,43.841,B,ohp,medium,77.0
-0.18,0.642,0.003,,,,,,,
,,,-29.573,15.0,49.024,B,ohp,medium,77.0
,,,5.976,16.159,39.939,B,ohp,medium,77.0
-0.087,0.503,-0.135,,,,,,,
,,,25.915,21.768,20.915,B,ohp,medium,77.0
,,,31.28,3.598,6.768,B,ohp,medium,77.0
-0.179,0.582,-0.09,,,,,,,
,,,31.341,-0.122,-1.28,B,ohp,medium,77.0
,,,24.878,-0.915,1.89,B,ohp,medium,77.0
-0.199,0.907,0.019,,,,,,,
,,,13.902,-8.171,4.817,B,ohp,medium,77.0
,,,8.659,-2.683,3.902,B,ohp,medium,77.0
-0.18,1.044,-0.009,,,,,,,
,,,9.878,-3.72,3.537,B,ohp,medium,77.0
,,,9.512,-10.976,1.524,B,ohp,medium,77.0
-0.152,0.952,-0.078,,,,,,,
,,,9.39,-19.207,-22.805,B,ohp,medium,77.0
,,,32.134,11.463,-27.866,B,ohp,medium,77.0
-0.138,0.818,-0.146,,,,,,,
,,,63.415,-4.207,-22.866,B,ohp,medium,77.0
,,,55.671,-6.646,-39.634,B,ohp,medium,77.0
-0.1,0.565,-0.156,,,,,,,
,,,61.89,66.402,-36.463,B,ohp,medium,77.0
,,,78.659,9.39,-27.134,B,ohp,medium,77.0
-0.141,0.434,-0.126,,,,,,,
,,,72.561,2.683,-15.732,B,ohp,medium,77.0
,,,50.427,9.939,-17.561,B,ohp,medium,77.0
-0.169,0.741,-0.329,,,,,,,
,,,20.488,24.878,-34.573,B,ohp,medium,77.0
,,,4.085,18.11,-34.329,B,ohp,medium,77.0
-0.354,0.94,-0.312,,,,,,,
,,,-5.61,-26.402,-33.049,B,ohp,medium,77.0
,,,-18.659,-28.354,-13.171,B,ohp,medium,77.0
-0.392,0.932,-0.44,,,,,,,
,,,-20.732,-48.293,-4.451,B,ohp,medium,77.0
,,,-23.415,-18.78,3.476,B,ohp,medium,77.0
-0.342,0.761,-0.375,,,,,,,
,,,-16.28,7.805,14.39,B,ohp,medium,77.0
,,,-23.78,-0.244,28.537,B,ohp,medium,77.0
-0.312,0.771,-0.278,,,,,,,
,,,-47.5,-5.122,32.134,B,ohp,medium,77.0
,,,-67.073,10.122,32.378,B,ohp,medium,77.0
-0.384,0.96,-0.188,,,,,,,
,,,-71.646,-34.756,44.817,B,ohp,medium,77.0
,,,-72.012,-44.878,40.122,B,ohp,medium,77.0
-0.429,1.095,-0.255,,,,,,,
,,,-87.073,-27.317,36.829,B,ohp,medium,77.0
,,,-85.549,-35.793,42.378,B,ohp,medium,77.0
-0.338,1.106,-0.154,,,,,,,
,,,-50.244,-44.695,34.024,B,ohp,medium,77.0
,,,-28.354,-25.549,31.646,B,ohp,medium,77.0
-0.26,1.169,-0.089,,,,,,,
,,,-31.768,-14.146,17.317,B,ohp,medium,77.0
,,,4.207,-20.244,-4.146,B,ohp,medium,77.0
-0.228,1.331,0.078,,,,,,,
,,,25.549,3.354,-14.695,B,ohp,medium,77.0
,,,66.707,44.268,-22.927,B,ohp,medium,77.0
-0.254,1.611,0.06,,,,,,,
,,,89.268,49.451,-23.963,B,ohp,medium,77.0
,,,105.305,35.549,-24.024,B,ohp,medium,77.0
-0.257,1.357,-0.055,,,,,,,
,,,83.232,44.756,-20.122,B,ohp,medium,77.0
,,,54.573,10.793,-31.341,B,ohp,medium,77.0
-0.262,1.113,-0.132,,,,,,,
,,,32.073,28.11,-29.634,B,ohp,medium,77.0
,,,21.402,-1.646,-31.829,B,ohp,medium,77.0
-0.256,0.899,-0.116,,,,,,,
,,,23.78,27.805,-27.561,B,ohp,medium,77.0
,,,12.805,21.768,-17.439,B,ohp,medium,77.0
-0.28,0.848,-0.245,,,,,,,
,,,3.841,-11.524,-19.085,B,ohp,medium,77.0
,,,-2.378,18.049,0.61,B,ohp,medium,77.0
-0.28,0.796,-0.229,,,,,,,
,,,-1.829,11.951,2.439,B,ohp,medium,77.0
,,,-3.72,-21.89,4.451,B,ohp,medium,77.0
-0.297,0.893,-0.351,,,,,,,
,,,-15.366,-23.354,-8.659,B,ohp,medium,77.0
,,,-28.232,17.256,2.622,B,ohp,medium,77.0
-0.321,0.858,-0.264,,,,,,,
,,,-24.207,15.427,19.146,B,ohp,medium,77.0
,,,-22.5,-29.451,15.122,B,ohp,medium,77.0
-0.266,0.883,-0.309,,,,,,,
,,,-41.037,-27.256,11.951,B,ohp,medium,77.0
,,,-46.341,-1.646,20.305,B,ohp,medium,77.0
-0.275,0.816,-0.145,,,,,,,
,,,-47.195,-18.171,27.744,B,ohp,medium,77.0
,,,-54.451,-20.793,24.024,B,ohp,medium,77.0
-0.235,0.845,-0.125,,,,,,,
,,,-65.366,15.305,-6.707,B,ohp,medium,77.0
,,,-26.463,45.427,-3.537,B,ohp,medium,77.0
-0.185,0.571,-0.042,,,,,,,
,,,19.207,-1.28,1.524,B,ohp,medium,77.0
,,,51.768,-24.207,9.268,B,ohp,medium,77.0
-0.146,0.517,-0.174,,,,,,,
,,,42.744,-24.756,3.72,B,ohp,medium,77.0
,,,39.939,-32.134,-2.561,B,ohp,medium,77.0
-0.204,0.738,-0.116,,,,,,,
,,,31.768,-41.22,-24.634,B,ohp,medium,77.0
,,,56.89,-28.963,-31.707,B,ohp,medium,77.0
-0.203,0.625,-0.083,,,,,,,
,,,73.293,19.878,-24.329,B,ohp,medium,77.0
,,,66.402,23.537,-21.646,B,ohp,medium,77.0
-0.136,0.402,-0.074,,,,,,,
,,,50.366,21.463,-14.512,B,ohp,medium,77.0
,,,33.476,-15.793,-17.744,B,ohp,medium,77.0
-0.274,0.77,-0.267,,,,,,,
,,,4.817,-9.878,-21.463,B,ohp,medium,77.0
,,,-11.585,0.976,-25.976,B,ohp,medium,77.0
-0.352,0.975,-0.264,,,,,,,
,,,-10.244,-3.841,-15.976,B,ohp,medium,77.0
,,,0.122,-10.732,22.012,B,ohp,medium,77.0
-0.353,1.015,-0.333,,,,,,,
,,,-7.378,-8.171,17.561,B,ohp,medium,77.0
,,,-27.439,-2.561,-14.451,B,ohp,medium,77.0
-0.386,0.924,-0.291,,,,,,,
,,,-41.098,-23.049,-17.5,B,ohp,medium,77.0
,,,-41.524,-13.476,2.195,B,ohp,medium,77.0
-0.444,0.926,-0.254,,,,,,,
,,,-46.22,-16.89,13.232,B,ohp,medium,77.0
,,,-37.195,-7.622,24.878,B,ohp,medium,77.0
-0.398,0.965,-0.222,,,,,,,
,,,-42.012,-24.695,32.439,B,ohp,medium,77.0
,,,-49.878,-33.963,41.646,B,ohp,medium,77.0
-0.429,1.007,-0.132,,,,,,,
,,,-54.512,-21.707,42.134,B,ohp,medium,77.0
,,,-66.463,-22.195,36.89,B,ohp,medium,77.0
-0.37,1.008,-0.03,,,,,,,
,,,-55.427,-22.805,28.171,B,ohp,medium,77.0
,,,-49.085,-22.805,18.537,B,ohp,medium,77.0
-0.313,1.069,-0.013,,,,,,,
,,,-30.488,-19.268,12.805,B,ohp,medium,77.0
